,Abbr,Fullform
2717,HASHTAG,Label on Twitter to aid searching
2718,HASIAN,Hot Asian
2719,HATERZ,Enemies
2720,HAWK,Knife
2721,HAWT,Hot
2722,HAWTSOME,Hot and awesome
2723,HAX,Hacking
2724,HAXOR,Hacker
2725,HAXX0R,Hacker
2726,HAXXOR,Hacker
2727,HAY,How Are You
2728,HAYD,How Are You Doing
2729,HAYT,How Are You Today
2730,HAYWIRE,Crazy
2731,HAZE,Type of marijuana
2732,HB,Hug Back
2733,HB,Hurry Back
2734,HBCU,Historically Black Colleges and Universities
2735,HBD,Happy Birthday
2736,HBK,Heart Break Kid
2737,HBN,How About Now
2738,HBO,Home Box Office
2739,HBP,Half-Blood Prince 
2740,HBT,How 'Bout That
2741,HBTU,Happy Birthday To You
2742,HBTY,Happy Birthday To You
2743,HBU,How About You
2744,HBU?,How About You
2745,HBY,How About You
2746,HC,Holy Cow
2747,HCDAJFU,He Could Do A Job For Us
2748,HCIT,How Cool Is That
2749,HCO,Hollister
2750,HD ,High-Definition
2751,HDCP,High-bandwidth Digital Content Protection
2752,HDD,Hard Disk Drive
2753,HDF,Halt Die Fresse
2754,HDL,Hab Dich Lieb
2755,HDMI,High Definition Multimedia Interface
2756,HDTH,How Did That Happen
2757,HDTV,High Definition Television
2758,HDU,How Dare You
2759,HDY,How Dare You
2760,HDYD,How Do You Do
2761,HDYDT,How Did You Do That
2762,HDYK,How Do
2763,HEA,Happily Ever After
2764,HEADS,People
2765,HEADS UP,Advance notice
2766,HEAT,Gun
2767,HEAVY,Awesome
2768,HECK,Mild expletive
2769,HECTIC,Cool
2770,HEH,Cynical laugh
2771,HEINA,Girlfriend
2772,HELLA,Hell Yeah
2773,HENCH,Strong
2774,HENRY,High Earner
2775,HEP,Hip
2776,HERB,Stupid person
2777,HESHE,Person of unidentifiable gender
2778,HEX,Hexadecimal
2779,HEY,Hello hi
2780,HEYO,Hello
2781,HEYY,Hey You
2782,HF,Have Fun
2783,HF?,Have Fun
2784,HFFA,Hot From Far Away
2785,HFGL,Have Fun Good Luck
2786,HFY,Here For You
2787,HG,Holy Grail
2788,HGB,Hellogoodbye 
2789,HGH,Haters Gonna Hate
2790,HGI,How Goes It
2791,HGL,Happy Go Lucky
2792,HGTV,Home and Garden Television
2793,HGV,Heavy Goods Vehicle
2794,HH,Ha-Ha
2795,HH,Holding Hands
2796,HHIS,Hanging Head In Shame
2797,HHOJ,Ha-Ha Only Joking
2798,HHOK,Ha-Ha Only Kidding
2799,HHVF,Ha-Ha Very Funny
2800,HHWW,Holding Hands While Walking
2801,HI,Hello
2802,HI5,Social networking site
2803,HIATUS,A Pause
2804,HICKEY,Love bite
2805,HICKY,Love bite
2806,HIG,How's It Going
2807,HIIK,Hell If I Know
2808,HIMYM,How I Met Your Mother 
2809,HINKEY,Strange
2810,HIP,Cool
2811,HIPSTER,Person who is HIP
2812,HIR,HIS\HER
2813,HIT A LICK,Get a lot of money very quickly
2814,HIT ME UP,Call me later
2815,HIT YOU UP,Call you later
2816,HIV,Human Immunodeficiency Virus
2817,HIWTH,Hate It When That Happens
2818,HIYA,Hello
2819,HJNTIY,He's Just Not That Into You
2820, HK,Hong Kong
2821,HL,Half Life 
2822,HLAS,Hook Line And Sinker
2823,HLV,Hasta La Vista
2824,HM,Thinking
2825,HMB,Hit Me Back 
2826,HMF,HMPH
2827,HMI,Human Machine Interface
2828,HMIHY,How May I Help You
2829,HML,Hate My Life
2830,HMP,Help Me Please
2831,HMPF,Sound made when irritated
2832,HMPH,apathy
2833,HMS,Her Majesty's Ship 
2834,HMU,Hit Me Up
2835,HMUL,Hit Me Up Later
2836,HMV,His Master's Voice
2837,HMWK,Homework
2838,HNG,Horny Net Geek
2839,HNK,Hugs and Kisses
2840,HNOS,Home Network Operating System
2841,HNR,Hit 'N' Run
2842,HNY,Happy New Year
2843,HO,Hold On
2844,HOA,Home Owners Association
2845,HOAS,Hold On A Second
2846,HOAY,How Old Are You
2847,HOBO,Itinerant worker
2848,HOF,Hall Of Fame
2849,HOG,Harley Owner Group
2850,HOH,Head Over Heels
2851,HOLA,Hello
2852,HOLD,Borrow 
2853,HOLD UP,Wait a minute
2854,HOLLA,Used by a man to express interest in a woman
2855,HOLLA BACK,Get Back To Me
2856,HOLLAND,Hope Our Love Lasts And Never Dies
2857,HOLLER,Shout
2858,HOLS,Holidays
2859,HOMEBOY,Closest friend
2860,HOMEDOG,HOMEBOY
2861,HOMEGIRL,Closest female friend
2862,HOMES,Homeboy
2863,HOMESLICE,Homeboy
2864,HOMEY,Homeboy
2865,HOMG,OMG
2866,HOMIE,Homeboy
2867,HOMIES,Group Of Close Friends
2868,HOMMIE,HOMIE
2869,HON,Honey
2870,HONKIE,White person
2871,HONKY,HONKIE
2872,HOOAH,HUA
2873,HOOCHIE,Over made up woman with trashy dress sense
2874,HOOCHIFIED,Dressed Provocatively
2875,HOOD,Neighborhood
2876,HOODIE,Hooded sweatshirt
2877,HOOK ME UP,Share with me
2878,HOOKED,Addicted
2879,HOOPS,Basketabll
2880,HOOROO,Goodbye
2881,HOOT,Good time
2882,HOP,Heroin
2883,HOP OFF,Leave me alone
2884,HORNY,Turned on
2885,HORSE,Heroin
2886,HOS,Husband Over Shoulder
2887,HOT,Very good looking
2888,HOTTIE,Attractive person
2889,HOV,High Occupancy Vehicle
2890,HOVA,Jehovah
2891,HOWDY,How Do You Do
2892,HP,Harry Potter
2893,HQ,High Quality
2894,HQF,LOL
2895,HR,Human Resources
2896,HRC,Human Rights Campaign
2897,HRH,His
2898,HRU,How Are You
2899,HS,Headshot
2900,HSBC,Hong Kong and Shanghai Banking Corporation
2901,HSH,Home Sweet Home
2902,HSIK,How Should I Know
2903,HSIT,How Sad Is That
2904,HSL,Hue Saturation Lightness
2905,HSM,High School Musical
2906,HSP,Highly Sensitive Person
2907,HSPDA,High Speed Packet Data Access
2908,HST,High Speed Train
2909,HSV2,Herpes Simplex Virus 2
2910,HT,Hat Tip
2911,HTBT,Had To Be There
2912,HTC,Hit The Cell
2913,HTE,Hard To Explain
2914,HTG,Hard To Get
2915,HTH,Hope That Helps
2916,HTHFYS,Hope To Hear From You Soon
2917,HTM,Hand To Mouth
2918,HTML,Hypertext Markup Language
2919,HTSYS,Hope To See You Soon
2920,HTTP,Hyper-Text Transfer Protocol
2921,HTTPS,Hyper-Text Transfer Protocol Secure
2922,HTTR,Hail To The Redskins
2923,HTX,Houston Texas
2924,HU,Hollywood Undead 
2925,HUA,Heard Understood Acknowledged
2926,HUBBY,Husband
2927,HUCKLEBERRY,The man you're looking for
2928,HUD,Heads-Up Display
2929,HUFF,Low grade weed
2930,HUGGLE,Hug and snuggle
2931,HUH,Confused sound
2932,HUN,Honey
2933,HUNDO,Hundred dollars
2934,HUNDOS,Hundreds
2935,HUNNED ,Hundred dollars
2936,HUNNIT,Hundred dollars
2937,HUR,Here
2938,HURT,Ugly
2939,HUS,Hustler
2940,HUSPAZ,Hurray
2941,HUZZAH,triumph
2942,HVAC,Heating Ventilating Air Conditioning
2943,HVD,Happy Valentine's Day
2944,HW,Homework
2945,HWB,Hottie With Body
2946,HWGA,Here We Go Again
2947,HWK,Homework
2948,HWP,Height Weight Proportional
2949,HWSNBN,He Who Shall Not Be Named
2950,HWU,Hey What's Up
2951,HWYD,How Was Your Day
2952,HXC,Hardcore 
2953,HY,Hell Yes
2954,HYB,How You Been
2955,HYD,How You Doing
2956,HYDRO,Hydroponically grown marijuana
2957,HYFB,Hope You Feel Better
2958,HYG,Here You Go
2959,HYH,Have You Heard
2960,HYIP,High Yield Investment Program
2961,HYNA,Good looking girl
2962,HYP,Harvard Yale Princeton
2963,HYPER,Over energetic
2964,HYPH,Hyperactive
2965,HYPO,Hypodermic needle
2966,HYS,Have Your Say
2967,HYU,Hit You Up
2968,HYUK,Lose
2969,HZ,Hertz
2970,I<3U,I Love You
2971,I'MA,I am going to
2972,I/O,Input
2973,I18N,Internationalization
2974,I8,Aight
2975,IA,I Agree
2976,IAB,I Am Bored
2977,IABW,In A Bad Way
2978,IAC,In Any Case
2979,IAD,It All Depends
2980,IAE,In Any Event
2981,IAG,It's All Good
2982,IAK,I Already Know
2983,IAL,I Ain't Laughing
2984,IALTO,I Always Love That One
2985,IAMA,I Am Mildly Amused
2986,IANAD,I Am Not A Doctor
2987,IANAL,I Am Not A Lawyer
2988,IAS,In A Second
2989,IAU,I Adore You
2990,IAW,In Accordance With
2991,IAWTC,I Agree With That
2992,IAWTCSM,I Agree With This Comment So Much
2993,IAWTP,I Agree With This Post
2994,IAY,I Adore You
2995,IB,I'm Back
2996,IB2D,I Beg To Differ
2997,IB4TL,In Before The Lock
2998,IBAN,International Bank Account Number
2999,IBB,I'll Be Back
3000,IBID,Ibidem
3001,IBK,Idiot Behind Keyboard
3002,IBL,In Before Lock
3003,IBM,International Business Machines
3004,IBMTS,I've Been Meaning To Say
3005,IBS,Irritable Bowel Syndrome
3006,IBTD,In Before The Delete
3007,IBTL,In Before the Lock
3008,IBU,Ibuprofen
3009,IBUWU,I'm Breaking Up With You
3010,IBW,I'll Be Waiting
3011,IBYP,I Beg Your Pardon
3012,IC,I See
3013,ICAM,I Couldn't Agree More
3014,ICAY,I Care About You
3015,ICB,I Can't Believe...
3016,ICBB,I Can't Be Bothered
3017,ICBI,I Can't Believe It
3018,ICBINB,I Can't Believe It's Not Butter
3019,ICBM,Intercontinental Ballistic Missile
3020,ICBSST,I Can't Believe She Said That
3021,ICBW,It Could Be Worse
3022,ICC,Ice Crown Citadel 
3023,ICCL,I Couldn't Care Less
3024,ICE,Diamonds
3025,ICK,UGH
3026,ICMP,Internet Control Message Protocol
3027,ICP,Insane Clown Posse 
3028,ICQ,I Seek You
3029,ICR,I Can't Remember
3030,ICSL,I Couldn't
3031,ICSTAY,I Can't Stop Thinking About You
3032,ICT,Information and Communication Technology
3033,ICU,Intensive Care Unit
3034,ICW,In Connection With
3035,ICWUDT,I See What You Did There
3036,ICYDK,In Case You Didn't Know
3037,ICYMI,In Case You Missed It
3038,ID,Identity
3039,ID10T,Computer error caused by user
3040,IDBI,I Don't Believe It
3041,IDBY,I Don't Believe You
3042,IDC,I Don't Care
3043,IDD,Indeed
3044,IDDQD,Cheat code for Doom
3045,IDE,Integrated Development Environment
3046,IDEC,I Don't Even Care
3047,IDEK,I Don't Even Know
3048,IDEKY,I Don't Even Know You
3049,IDEM,The same me too
3050,IDEWTK,I Don't Even Want To Know
3051,IDFG,I Don't Feel Good
3052,IDFLI,I Don't Feel Like It
3053,IDGAD,I Don't Give A Damn
3054,IDGI,I Don't Get It
3055,IDHAC,I Don't Have A Clue
3056,IDHTT,I Don't Have The Time
3057,IDI,I Doubt It
3058,IDJ,I Don't Judge
3059,IDK,I Don't Know
3060,IDKE,I Don't Know Either
3061,IDKFA,Cheat code for Doom
3062,IDKW,I Don't Know Why
3063,IDKWTD,I Don't Know What To Do
3064,IDKWYM,I Don't Know What You Mean
3065,IDKY,I Don't Know Why
3066,IDL,I Don't Like ...
3067,IDLE,Inactive
3068,IDLI,I Don't Like It
3069,IDLT,I Don't Like That
3070,IDLY,I Don't Love
3071,IDM,It Doesn't Matter
3072,IDN,I Don't kNow
3073,IDNK,I Do Not Know
3074,IDR,I Don't Remember
3075,IDRC,I Don't Really Care
3076,IDRK,I Don't Really Know
3077,IDST,If Destroyed Still True
3078,IDT,I Don't Think
3079,IDTS,I Don't Think So
3080,IDU,I Don't Understand
3081,IDUNNO,I Don't Know
3082,IDW,I Don't Want
3083,IDWK,I Don't Wanna Know
3084,IDWT,I Don't Want To
3085,IDWTAI,I Don't Wanna Talk About It
3086,IDWTK,I Don't Want to Know
3087,IE,Internet Explorer
3088,IED,Improvised Explosive Device
3089,IEEE,Institute of Electrical and Electronics Engineers
3090,IEP,Individualized Education Program
3091,IFF,If and only if
3092,IFFY,Dodgy
3093,IFM,In Fond Memory
3094,IG,Ignorant
3095,IGG,Ignore
3096,IGGY,Ignore
3097,IGHT,Alright
3098,IGI,I Get It
3099,IGM,I Got Mine
3100,IGMC,I'll Get My Coat
3101,IGN,In Game Name
3102,IGNB,I'm Going Now Bye
3103,IGNTS,I've Got Nothing To Say
3104,IGS,I Guess So
3105,IGTG,I Got To Go
3106,IGU,I Give Up
3107,IGWT,In God We Trust
3108,IGY,I Get You
3109,IGYB,I've Got Your Back
3110,IH8U,I Hate You
3111,IHAC,I Have A Customer...
3112,IHDK,I Honestly Don't Know
3113,IHM,I Hate Mondays
3114,IHML,I Hate My Life
3115,IHNC,I Have No Clue
3116,IHNI,I Have No Idea
3117,IHO,In Honor Of
3118,IHOP,International House of Pancakes
3119,IHP,I Hate People
3120,IHS,I Hope So
3121,IHT,I Hate This
3122,IHU,I Hate You
3123,IHY,I Hate You
3124,IHYDM,I Hope You Don't Mind
3125,IHYSM,I Hate You So Much
3126,IIB,Ignorance Is Bliss
3127,IIFYM,If It Fits Your Macros
3128,IIGHT,Alright
3129,IIH,If I'm Honest
3130,IIL,I'm In Love
3131,IINM,If I'm Not Mistaken
3132,IIR,Idiot In Room
3133,IIRC,If I Remember Correctly
3134,IIS,Internet Information Services
3135,IITUWUTMAS,If I Tell You Will You Tell Me A Secret
3136,IITWI,In It To Win It
3137,IITYWIMIWHTKY,If I Tell You What It Means I Will Have to Kill You
3138,IITYWTMWYBMAD,If I Tell You What This Means Will You Buy Me a Drink
3139,IITYWTMWYKM,If I Tell You What This Means Will You Kiss Me
3140,IITYWYBMAD,If I Tell You Will You Buy Me A Drink
3141,IIUC,If I Understand Correctly
3142,IIWII,It Is What It Is
3143,IIWY,If I Were You
3144,IJ,I'm Joking
3145,IJAF,It's Just A Fact
3146,IJDK,I Just Don't Know
3147,IJG,I Just Giggled
3148,IJK,I'm Just kidding
3149,IJL,I Just Laughed
3150,IJS,I'm Just Saying
3151,IJWTK,I Just Want To Know
3152,IJWTS,I Just Want To Say
3153,IK,I Know
3154,IKE,DUDE
3155,IKEA,Swedish furniture store
3156,IKH,I Know Huh
3157,IKHYF,I Know How You Feel
3158,IKLY,I Kinda Like You
3159,IKM,I Know Man
3160,IKMTY,I Know More Than You
3161,IKN,I Know Not
3162,IKR,I Know Right
3163,IKT,I Knew That
3164,IKTF,I Know The Feeling
3165,IKTR,I Know That's Right
3166,IKWUM,I Know What You Mean
3167,IKWYDLS,I Know What You Did Last Summer
3168,IKWYL,I Know Where You Live
3169,IKWYM,I Know What You Mean
3170,IKY,I Know You
3171,IKYP,I'll Keep You Posted
3172,IL,In Love
3173,ILD,Ich Liebe Dich 
3174,ILH,I Love Him
3175,ILI,I Love It
3176,ILL,Cool tight etc
3177,ILLEST,Best
3178,ILLY,Fresh cool
3179,ILM,I lige m
3180,ILML,I Love My Life
3181,ILMO,In Loving Memory Of
3182,ILNY,I Love New York
3183,ILS,Inflated Lat Syndrome
3184,ILT,I Like That
3185,ILU,I Love You
3186,ILU2,I Love You Too
3187,ILUM,I Love You More
3188,ILUSM,I Love You So Much
3189,ILUT,I Love You Too
3190,ILY,I Love You
3191,ILY2,I Love You Too
3192,ILYA,I Love You All
3193,ILYAAF,I Love You As A Friend
3194,ILYAM,I Love You As a Mate
3195,ILYB,I Love You Both
3196,ILYF,I'll Love You Forever
3197,ILYG,I Love You Guys
3198,ILYK,I'll Let You Know
3199,ILYL,I Love You Lots
3200,ILYLAS,I Love You Like A Sister
3201,ILYLT,I Love You Long Time
3202,ILYM,I Love You More
3203,ILYSDM,I Love You So Damn Much
3204,ILYSM,I Love You So Much
3205,ILYSMB,I Love You So Much Baby
3206,ILYSMM,I Love You So Much More
3207,ILYT,I Love You Too
3208,ILYTB,I Love You To Bits
3209,ILYVM,I Love You Very Much
3210,ILYWAMH,I Love You With All My Heart
3211,IM,I am
3212,IMA,I am going to
3213,IMAHO,In My Absolutely Honest Opinion
3214,IMAO,In My Arrogant Opinion
3215,IMAP,Internet Message Access Protocol
3216,IMB,I'm Bored
3217,IMBA,Imbalanced
3218,IMBO,In My Biased Opinion
3219,IMCO,In My Considered Opinion
3220,IMD,In My Defence
3221,IMDB,Internet Movie Database
3222,IME,In My Experience
3223,IMEO,In My Educated Opinion
3224,IMF,International Monetary Fund
3225,IMGUR,An Internet Image Sharing Website
3226,IMH,In My Head
3227,IMHO,In My Humble Opinion
3228,IMING,Instant Messaging
3229,IMK,In My Knowledge
3230,IMMA,I'm Going To
3231,IMMAO,In My Most Arrogant Opinion
3232,IMMD,It Made My Day
3233,IMML,It Made Me Laugh
3234,IMNSHO,In My Not So Humble Opinion
3235,IMO,In My Opinion
3236,IMOO,In My Own Opinion
3237,IMP,It's My Pleasure
3238,IMPO,In My Personal Opinion
3239,IMR,I Mean Really
3240,IMS,Irritable Male Syndrome
3241,IMSMR,If Memory Serves Me Right
3242,IMU,I Miss You
3243,IMUSM,I Miss You So Much
3244,IMVU,Instant Messaging Virtual Universe
3245,IMWTK,Inquiring Minds Want To Know
3246,IMY,I Miss You
3247,IMYA,I Miss You Already
3248,IMYM,I Miss You More
3249,IMYSM,I Miss You So Much
3250,IMYT,I Miss You Too
3251,IN THE BAG,Definite
3252,INAH,I Need A Hug
3253,INB,I'm Not Bothered
3254,INB4,In Before
3255,INBD,It's No Big Deal
3256,INC,Incoming
3257,INCYDK,In Case You Didn't Know
3258,INDIE,Independent music
3259,INDY,Independent
3260,INFO,Information
3261,INIT,Isn't it
3262,INK,I Never Knew
3263,INKED,Tattooed
3264,INNIT,Isn't It
3265,INO,I Know
3266,INOP,Inoperative
3267,INORITE,I Know Right
3268,INPO,In No Particular Order
3269,INR,IKR
3270,INRI,Iesus Nazarenus Rex Iudaeorum
3271,INRS,It's Not Rocket Science
3272,INS,I'm Not Sure
3273,INSIDER,Inside joke
3274,INT,Isn't it
3275,INTEL,Intelligence
3276,INTK,I Need To Know
3277,INTP,Introverted iNtuitive Thinking Perceiving 
3278,INVU,I Envy You
3279,INWLY,I Never Wanna Lose You
3280,INY,I Need You
3281,IOAB,I'm On A Boat
3282,IOC,International Olympic Committee
3283,IOH,I'm Outta Here
3284,IOI,Indication of Interest
3285,IOIC,If Only I Could
3286,IOKIYAR,It's Okay If You're A Republican
3287,IOM,Isle Of Man
3288,IOMW,I'm On My Way
3289,ION,In Other News
3290,IONO,I Don't Know
3291,IOU,I Owe You
3292,IOW,In Other Words
3293,IOYK,If Only You Knew
3294,IP,Internet Protocol
3295,IPA,India Pale Ale
3296,IPC,Ignore Post Count
3297,IPO,Initial Public Offering
3298,IPOD,MP3 player from Apple
3299,IPSEC,Internet Protocol Security
3300,IQ,Intelligence Quotient
3301,IR,Infrared
3302,IRA,Irish Republican Army
3303,IRAH,Insert Relevant Acronym Here
3304,IRC,Internet Relay Chat
3305,IRCOP,Internet Relay Chat Operator
3306,IRDC,I Really Don't Care
3307,IRDK,I Really Don't Know
3308,IRIE,Feeling good alright
3309,IRL,In Real Life
3310,IRLY,I Really Like You
3311,IRMC,I Rest My Case
3312,IRS,Internal Revenue Service
3313,ISA,Inshaa Allah
3314,ISB,I'm So Bored
3315,ISBN,International Standard Book Number
3316,ISCSI,Internet SCSI
3317,ISDK,I Simply Don't Know
3318,ISDN,Integrated Services Digital Network
3319,ISH,Shit
3320,ISHK,I Should Have Known
3321,ISLY,I Still Love You
3322,ISO,In Search Of
3323,ISP,Internet Service Provider
3324,ISS,International Space Station
3325,ISSN,International Standard Serial Number
3326,ISTATOY,I Saw This And Thought Of You
3327,ISTG,I Swear To God
3328,ISTM,It Seems To Me
3329,ISTR,I Seem To Recall
3330,ISWYDT,I See What You Did There
3331,ISWYM,I See What You Mean
3332,ITA,I Totally Agree
3333,ITAI,I'll Think About It
3334,ITALY,I Trust And Love You
3335,ITC,In That Case
3336,ITE,Alright
3337,ITF,In The Future
3338,ITG,In The Groove
3339,ITIAILWY,I Think I Am In Love With You
3340,ITIKY,I Think I Know You
3341,ITILU,I Think I Love You
3342,ITILY,I Think I Love You
3343,ITK,In The Know
3344,ITM,In the Mouth
3345,ITMA,It's That Man Again
3346,ITN,I Think Not
3347,ITO,In Terms Of
3348,ITOY,I'm Thinking Of You
3349,ITP,Inside The Perimeter
3350,ITSK,It's OK
3351,ITSO,In The Style Of
3352,ITT,In This Thread
3353,ITTET,In These Tough Economic Times
3354,ITV,Independent TV 
3355,ITWYM,Is That What You Mean
3356,ITYF,I Think You'll Find
3357,ITYL,I'll Tell You Later
3358,ITYM,I Think You Mean
3359,ITYS,I Told You So
3360,ITZ,It's
3361,IUSS,If You Say So
3362,IV,Four
3363,IVF,In Vitro Fertilization
3364,IWALU,I Will Always Love You
3365,IWALY,I Will Always Love You
3366,IWBB,I Will Be Back
3367,IWC,Internet Wrestling Community
3368,IWHI,I Would Hit It
3369,IWID,It's What I Do
3370,IWIK,I Wish I Knew
3371,IWIWT,I Wish I Were There
3372,IWM,It Wasn't Me
3373,IWOOT,I Want One Of Those
3374,IWTD,I Want To Die
3375,IWU,I Want You
3376,IWY,I Want You
3377,IYA,Hiya
3378,IYAM,If You Ask Me
3379,IYBTYBA,If You Believe That You'll Believe Anything
3380,IYD,In Your Dreams
3381,IYDK,If You Didn't Know
3382,IYDM,If You Don't Mind
3383,IYF,In Your Face
3384,IYGM,If You Get Me
3385,IYH,In Your Head
3386,IYKWIM,If You Know What I Mean
3387,IYL,If You're Lucky
3388,IYO,In Your Opinion
3389,IYQ,I Like You
3390,IYSS,If You Say So
3391,IYSWIM,If You See What I Mean
3392,IYT,All right
3393,IYTE,All right
3394,IYTT,If You Think That
3395,IYW,If You Want
3396,IYWW,If You Were Wondering
3397,IZ,Is
3398,J,Joking
3399,J CAT,mentally unstable person
3400,J DUB,Jehovah's Witness
3401,J/K,JK
3402,J2LUK,Just To Let You Know
3403,J2LYK,Just To Let You Know
3404,J4F,Just For Fun
3405,J4L,Just for Laughs
3406,JA,Yes
3407,JACK WAGON,Loser
3408,JACKASS,Stupid person
3409,JAF,Just A Friend
3410,JAFA,Just Another F***ing Aucklander
3411,JAG,Socially inept person
3412,JAH,God
3413,JAILBREAK,Crack an iPhone
3414,JAJA,Spanish laugh
3415,JAM,Just A Minute
3416,JAMBO,Hello
3417,JAND,England
3418,JANK,Worthless
3419,JANOE,I Know
3420,JAP,Jewish American Princess
3421,JAPAN,Just Always Pray At Night
3422,JARHEAD,US Marine
3423,JARRIN,Annoying
3424,JAS,Just A Second
3425,JAT,Just A Thought
3426,JATQ,Just Answer The Question
3427,JAVA,Programming language
3428,JAWN,Thing
3429,JAWOHL,Yes
3430,JB,Jail Bait
3431,JBH,Just Being Honest
3432,JBT,Jack-Booted Thug
3433,JBU,Just Between Us
3434,JBY,Just Be Yourself
3435,JC,Jesus Christ
3436,JCB,J C Bamford 
3437,JD,Jack Daniel's
3438,JDI,Just Do It
3439,JDLR,Just Doesn't Look Right
3440,JDM,Japanese Domestic Market
3441,JEAL,Jealous
3442,JEET,Did you eat
3443,JEEZ,annoyance
3444,JEJE,Hispanic LOL
3445,JEJEMON,People who type stupidly
3446,JEL,Jealous
3447,JELLO,Jealous
3448,JERK,Idiot
3449,JEST,Joke
3450,JET,Leave quickly
3451,JEWFRO,Curly Jewish hair style
3452,JFF,Just For Fun
3453,JFK,John Fitzgerald Kennedy
3454,JFN,Just For Now
3455,JFT,Just For Today
3456,JFTR,Just For The Record
3457,JFY,Just For You
3458,JFYI,Just For Your Information
3459,JG,Juicy Gossip
3460,JGB,Just Got Back
3461,JGH,Just Got Home
3462,JGI,Just Google It
3463,JGL,Just Get Lost
3464,JGI,Just Google It
3465,JGL,Just Get Lost
3466,JHC,Jesus H Christ
3467,JHEEZE,OMG
3468,JHP,Jacketed Hollow Point 
3469,JI,Very
3470,JIC,Just In Case
3471,JICYDK,Just In Case You Didn't Know
3472,JIFF,Cocaine
3473,JIFFY,Short period of time
3474,JIP,Rob
3475,JIT,Young gangster
3476,JJ,Just Joking
3477,JJJ,Australian radio station
3478,JK,Just Kidding
3479,JKD,Jeet Kune Do
3480,JKL,Just Kidding Loser
3481,JKN,Joking
3482,JKS,Jokes
3483,JKZ,Jokes
3484,JLMK,Just Let Me Know
3485,JLO,Jennifer Lopez
3486,JLS,Jack the Lad Swing 
3487,JLT,Just like that
3488,JLUK,Just Letting You Know
3489,JLY,Jesus Loves You
3490,JLYK,Just Letting You Know
3491,JM,Just Messing
3492,JMA,Just Messing Around
3493,JMHO,Just My Humble Opinion
3494,JML,Just My Luck
3495,JMO,Just My Opinion
3496,JMS,Just Making Sure
3497,JMT,Just My Thoughts
3498,JN,Just Now
3499,JO,Yo
3500,JOANING,Putting someone down
3501,JOCKER,copies another's style
3502,JOHN DOE,General term for a man
3503,JOINT,Rolled marijuana cigarette
3504,JONES,Craving
3505,JONESING,Craving
3506,JOOC,Just Out Of Curiosity
3507,JORTS,Jean shorts
3508,JP,Just Playing
3509,JPA,Just Playing Around
3510,JPEG,Joint Photographic Experts Group
3511,JPG,Image file format
3512,JPOP,Japanese pop music
3513,JROTC,Junior Reserve Officer Training Corps
3514,JRPG,Japanese Role Playing Game
